section id,recording id,timestamp [ns],gyro x [deg/s],gyro y [deg/s],gyro z [deg/s],acceleration x [G],acceleration y [G],acceleration z [G],roll [deg],pitch [deg],yaw [deg],quaternion w,quaternion x,quaternion y,quaternion z
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528981627155,5.588531,-2.418518,174.901962,-0.084961,-0.262695,0.966309,1.116874873718521,-8.147594942652164,79.22080785778908,0.7688559293746948,-0.060925692319869995,-0.03780156373977661,0.6353893876075745
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528989883155,4.737854,-2.113342,178.564072,-0.078125,-0.259766,0.962402,1.3398414896179478,-8.121897083224203,80.79112346548807,0.7601610422134399,-0.0614883229136467,-0.037008799612522125,0.6457589864730835
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548528998139155,3.210068,-3.026962,181.798935,-0.061035,-0.257812,0.952637,1.5603458108929518,-8.094313627740126,82.39107983145236,0.7511531114578247,-0.062047913670539856,-0.03626004979014397,0.6562044024467468
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529006395155,2.660751,-4.12941,183.996201,-0.067383,-0.25,0.96582,1.7728807965795543,-8.071618789552765,84.01892299601204,0.7418317794799805,-0.06261657923460007,-0.03562961891293526,0.6667047739028931
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529014651155,2.965927,-4.312515,185.400009,-0.03418,-0.270508,1.000488,1.9697710888024498,-8.04865289573216,85.6629556747148,0.7322602868080139,-0.063116155564785,-0.035130105912685394,0.6771831512451172
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529026625155,4.001617,-2.540588,184.972763,-0.004395,-0.290527,1.010254,2.152843817780597,-8.021379044876362,87.31139608399207,0.72250896692276,-0.06353126466274261,-0.03471606224775314,0.6875603795051575
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529038599155,5.714417,-1.075745,183.568954,-0.005371,-0.307617,1.005859,2.3451223409215927,-7.986950591607176,88.95432925274231,0.7126467227935791,-0.06398437172174454,-0.034217365086078644,0.6977605223655701
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529050573155,6.444931,-0.528336,182.104111,0.010254,-0.280273,1.000488,2.5410204116147157,-7.9280829435756806,90.58218978764191,0.7027389407157898,-0.06434190273284912,-0.033556871116161346,0.7077372670173645
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529062547155,6.689072,0.265121,179.174423,0.033203,-0.272461,0.980957,2.7249324949180527,-7.8573163608544085,92.19201243555784,0.6928007006645203,-0.06458929181098938,-0.032901130616664886,0.7174767851829529
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529072177155,6.505966,1.607895,176.671982,0.042969,-0.253906,0.944824,3.094751796921732,-7.702027484984765,95.33130817970756,0.6730307936668396,-0.06513100117444992,-0.031485483050346375,0.7360680103302002
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529081808155,5.405426,1.976013,173.742294,0.022461,-0.245117,0.93457,3.2805731318375635,-7.629852675382515,96.86221040516176,0.6632034778594971,-0.06549665331840515,-0.030806614086031914,0.7449310421943665
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529091439155,3.759384,1.913071,170.629501,0.01123,-0.231445,0.931641,3.4614767268726054,-7.562703877797651,98.3686271098086,0.653414785861969,-0.06589449942111969,-0.030190395191311836,0.7535220980644226
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529101070155,1.987457,1.304626,168.12706,0.029297,-0.224121,0.917969,3.625669140159549,-7.504105920538478,99.85118018883851,0.6436645984649658,-0.06626252084970474,-0.02972719632089138,0.7618539333343506
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529110701155,0.402451,0.509262,165.807724,-0.001953,-0.217773,0.965332,3.790081427554324,-7.448272764758327,101.31823526393471,0.6339094042778015,-0.06667403131723404,-0.029287107288837433,0.7699712514877319
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529120456155,-0.391006,-2.786636,162.145615,0.004395,-0.223145,0.975586,3.9340292130095382,-7.397391070094447,102.77189518242903,0.6241345405578613,-0.06699875742197037,-0.028999902307987213,0.7778985500335693
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529130215155,0.034332,-2.540588,160.19249,0.009766,-0.215332,0.989258,4.061021681748691,-7.342104989644422,104.20321897911545,0.6144078969955444,-0.0672072321176529,-0.028773240745067596,0.7855941653251648
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529139974155,0.646591,-2.298355,157.934189,0.015137,-0.209961,0.980957,4.182353644035615,-7.2765160706818675,105.61517219221703,0.6047181487083435,-0.0673433244228363,-0.028503339737653732,0.7930752635002136
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529149733155,0.705719,-2.601624,155.126572,0.003906,-0.213867,0.963379,4.304474768319377,-7.207392478940552,107.00555380644768,0.5950865745544434,-0.06748877465724945,-0.02819969691336155,0.8003261685371399
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529159492155,0.522614,-3.517151,152.929306,-0.010254,-0.196289,0.958496,4.419856294369915,-7.131428579637271,108.37346651803747,0.5855231285095215,-0.06757469475269318,-0.027876703068614006,0.8073531985282898
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529169216155,-0.148773,-4.554749,150.854111,-0.008301,-0.197266,0.946777,4.614119645775989,-6.9877474465338745,111.05256278458083,0.566540539264679,-0.06759072095155716,-0.02745579183101654,0.8207980394363403
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529178945155,-0.82016,-4.493713,148.778915,-0.019043,-0.205566,0.954102,4.708254939655455,-6.930602616179843,112.36522202386392,0.5571240782737732,-0.06767556071281433,-0.027356678619980812,0.8272148370742798
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529188674155,-1.367569,-4.18663,146.398544,-0.011719,-0.188477,0.960449,4.7951940057010685,-6.873246665565164,113.6577810463142,0.5477782487869263,-0.06772292405366898,-0.027284175157546997,0.8334315419197083
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529198403155,-1.977921,-3.946304,144.628525,-0.01709,-0.20459,0.984375,4.8838170292371705,-6.822813677903989,114.93147767247513,0.5385007858276367,-0.06782957911491394,-0.027248112484812737,0.8394483923912048
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529208132155,-2.222061,-3.274918,142.004013,-0.024414,-0.199219,0.987793,4.975683133628109,-6.769761649271062,116.18330699032656,0.5293182134628296,-0.06796246021986008,-0.027170546352863312,0.8452603220939636
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529222846155,-1.245499,-4.312515,137.426376,-0.008301,-0.202148,0.975586,5.058399868316492,-6.710986094695656,117.41449059566094,0.5202226042747498,-0.06801626086235046,-0.027085840702056885,0.8508869409561157
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529237564155,-0.94223,-4.432678,134.618759,0.002441,-0.206055,0.978516,5.126742900163098,-6.6564636579637915,118.62254498727673,0.5112359523773193,-0.06799653172492981,-0.027087774127721786,0.8563179969787598
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529252282155,-1.001358,-3.824234,130.590439,-0.009277,-0.185059,0.950684,5.19290900979436,-6.590295257872421,119.80298478379157,0.502397894859314,-0.06792385131120682,-0.026997707784175873,0.8615415096282959
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529258158155,-1.062393,-2.969742,127.538681,-0.026367,-0.178223,0.975586,5.327021329546982,-6.458861035874914,122.06775432327875,0.48529136180877686,-0.0678454041481018,-0.026764564216136932,0.8713052868843079
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529264036155,-1.308441,-3.639221,123.754501,-0.015137,-0.148926,0.978516,5.382797760738082,-6.390344551761539,123.1528411626177,0.47702375054359436,-0.0677327811717987,-0.026648420840501785,0.8758712410926819
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529269914155,-1.85585,-3.580093,120.641708,-0.028809,-0.160645,0.969238,5.438022250278874,-6.329356831923787,124.21229230719157,0.46891024708747864,-0.0676606297492981,-0.026577726006507874,0.8802493214607239
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529275792155,-1.977921,-3.763199,117.712021,-0.029297,-0.156738,0.96875,5.487815663225819,-6.26914708190566,125.2456729490878,0.46095597743988037,-0.0675627663731575,-0.026520520448684692,0.88444983959198
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529281670155,-2.527237,-4.068375,114.233017,-0.019531,-0.159668,0.957031,5.528701016182377,-6.2198726005009535,126.24679462376841,0.45321330428123474,-0.06745260953903198,-0.026565007865428925,0.8884492516517639
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529287548155,-2.71225,-3.700256,111.54747,-0.043945,-0.148438,0.935059,5.575691464651996,-6.171105928462512,127.22597012602985,0.44560790061950684,-0.06740141659975052,-0.026576954871416092,0.8922916054725647
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529297279155,-3.566742,-3.27301,108.800888,-0.05957,-0.147949,0.937012,5.632098921136054,-6.12906672829961,128.18538884583563,0.4381273686885834,-0.06745858490467072,-0.02659512870013714,0.8959834575653076
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529307010155,-4.724503,-4.617691,107.336044,-0.071289,-0.150879,0.94043,5.676295839560658,-6.096770161060695,129.1354152243666,0.4306885004043579,-0.06746269762516022,-0.026733187958598137,0.8995785117149353
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529316741155,-6.069183,-6.080627,106.115341,-0.092773,-0.154785,0.937988,5.71389583846962,-6.084317940644428,130.0784693383512,0.42327719926834106,-0.06749125570058823,-0.027050212025642395,0.9030778408050537
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529326472155,-7.104874,-7.913589,106.115341,-0.100586,-0.148926,0.966309,5.742220860757421,-6.075548752183175,131.02218411293123,0.41583067178726196,-0.06745882332324982,-0.02743278443813324,0.9065216779708862
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529336203155,-7.961273,-8.644104,105.993271,-0.10498,-0.148926,0.960937,5.76399071536368,-6.074212575388527,131.96431324212398,0.40836864709854126,-0.06739915907382965,-0.027898257598280907,0.9098978042602539
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529345866155,-9.119034,-9.683609,105.50499,-0.086914,-0.157227,0.970703,5.774614533682146,-6.082985396045227,132.90475855217343,0.400892049074173,-0.06728291511535645,-0.02848336100578308,0.9132071137428284
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529355529155,-9.304047,-9.986877,105.260849,-0.099609,-0.160156,0.972168,5.78384511831475,-6.0937198712194265,133.84128968256928,0.3934200406074524,-0.06715809553861618,-0.029086647555232048,0.9164411425590515
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529365192155,-9.609222,-10.96344,104.345322,-0.091797,-0.135742,0.963867,5.78226923585597,-6.102654252581882,134.769706680048,0.3859838545322418,-0.06693729758262634,-0.029706966131925583,0.9195941090583801
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529374855155,-10.463715,-11.08551,103.551865,-0.063477,-0.127441,0.96875,5.771449617050445,-6.115053825129693,135.69094302161108,0.3785785734653473,-0.06664962321519852,-0.03037993237376213,0.9226663112640381
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529384518155,-10.461807,-11.026382,101.84288,-0.058594,-0.12793,0.991211,5.75346529710566,-6.128235637888543,136.5947676545982,0.3712877035140991,-0.06630480289459229,-0.031069647520780563,0.9256261587142944
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529391863155,-10.76889,-10.108948,99.95079,-0.054199,-0.13623,1.000977,5.741482527375447,-6.142003077911603,137.48126398445174,0.3641158640384674,-0.06600851565599442,-0.03173151612281799,0.9284694790840149
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529399208155,-9.729385,-9.622574,97.81456,-0.043457,-0.125,1.000488,5.724683043853341,-6.153260365590005,138.3466519110893,0.3570917844772339,-0.06566507369279861,-0.03237311542034149,0.9311957359313965
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529406553155,-9.54628,-9.317398,95.312119,-0.039551,-0.124023,0.996582,5.70774403491356,-6.161012432243739,139.1902370041522,0.3502240478992462,-0.0653102919459343,-0.03297070786356926,0.9338043332099915
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529413898155,-8.68988,-9.254456,92.992783,-0.039062,-0.139648,0.996094,5.6904980396558065,-6.1681194766864635,140.0126302793958,0.34351012110710144,-0.0649520754814148,-0.033548448234796524,0.9362993836402893
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529421243155,-8.022308,-9.19342,90.734482,-0.049805,-0.132812,1.000488,5.675464047008352,-6.166852216129265,140.8132337223721,0.3369554877281189,-0.06458927690982819,-0.034035228192806244,0.9386856555938721
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529428588155,-7.289886,-9.437561,88.354111,-0.054199,-0.13623,0.995117,5.651940594299044,-6.163441484276529,141.59209903832132,0.3305596709251404,-0.06415360420942307,-0.03451324254274368,0.9409694075584412
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529438349155,-6.801605,-10.108948,86.09581,-0.035645,-0.11377,0.969238,5.61652961091436,-6.15376453265281,142.34887647266063,0.32432496547698975,-0.06360585987567902,-0.03495660051703453,0.9431572556495667
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529448110155,-6.191254,-10.169983,82.860947,-0.02832,-0.120117,0.962891,5.5788913541658705,-6.1469220862831575,143.07738675276445,0.3183090090751648,-0.06305316835641861,-0.035408277064561844,0.9452247619628906
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529457871155,-6.616592,-9.622574,79.076767,-0.04834,-0.133301,0.945312,5.54645326322399,-6.154141327790936,143.77276170227486,0.31255897879600525,-0.0625884085893631,-0.03593849763274193,0.9471525549888611
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529467632155,-7.226944,-9.378433,76.086044,-0.066406,-0.112793,0.943359,5.519440730359118,-6.1627779979323005,144.44468654114783,0.3069935142993927,-0.06217566877603531,-0.036448884755373,0.9489787220954895
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529477393155,-7.961273,-10.108948,73.583603,-0.072266,-0.116211,0.953613,5.491914187104484,-6.176402842228544,145.0969989952235,0.30158117413520813,-0.06177407130599022,-0.036987897008657455,0.9507179260253906
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529485504155,-8.325577,-12.002945,71.447372,-0.098145,-0.121582,0.951172,5.452543676276435,-6.19781023003698,145.7325204282971,0.2962965667247772,-0.06129521504044533,-0.037609923630952835,0.9523847699165344
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529493615155,-8.447647,-13.162613,69.921494,-0.094238,-0.112793,0.962891,5.402910357533232,-6.218502070041336,146.35589614072614,0.2911001145839691,-0.06072818115353584,-0.0382414311170578,0.953997015953064
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529501726155,-8.142471,-13.95607,68.57872,-0.103516,-0.10791,0.964355,5.346036316347071,-6.234849880357568,146.96639876224828,0.2859984338283539,-0.060089439153671265,-0.03884289786219597,0.9555550217628479
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529509837155,-8.022308,-15.235901,67.480087,-0.09375,-0.117676,0.967285,5.275948285677152,-6.255513570075105,147.5666278256732,0.28097057342529297,-0.059349581599235535,-0.03950180485844612,0.9570646286010742
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529517948155,-8.144379,-15.663147,66.015244,-0.077148,-0.118164,0.945801,5.204061845279867,-6.282570753059743,148.1524128477948,0.2760562002658844,-0.05860963091254234,-0.04020450636744499,0.9585099816322327
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529526059155,-9.241104,-15.909195,63.940048,-0.069336,-0.116211,0.926758,5.1236578715484535,-6.322623656196787,148.72081672481403,0.2712797224521637,-0.05782914161682129,-0.04102104902267456,0.9598855972290039
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529535753155,-11.072159,-15.604019,61.925888,-0.072266,-0.121094,0.920898,5.044666945756628,-6.3846905150801625,149.2719735594973,0.26664626598358154,-0.057110466063022614,-0.04200384393334389,0.9611835479736328
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529545447155,-13.33046,-15.115738,59.545517,-0.083984,-0.136719,0.927246,4.971693391469856,-6.4719497939826365,149.8036453798545,0.26217755675315857,-0.05649813637137413,-0.04316915199160576,0.9623966217041016
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529555141155,-15.098572,-15.357971,56.98204,-0.097168,-0.13623,0.955566,4.894984149098222,-6.574367800446503,149.60427601753707,0.26384612917900085,-0.0561608225107193,-0.044108301401138306,0.9619176387786865
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529564835155,-16.25824,-16.151428,54.662704,-0.077148,-0.14502,0.977539,4.80607601617307,-6.689018564615201,148.68307359834768,0.2715611457824707,-0.05603593960404396,-0.044827673584222794,0.9597421288490295
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529574529155,-16.017914,-16.88385,52.404404,-0.086914,-0.139648,0.996094,4.71342056475886,-6.796538679933431,149.15525068858057,0.26759016513824463,-0.05532050505280495,-0.04617733135819435,0.9608343839645386
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529584216155,-13.33046,-17.496109,47.948837,-0.056152,-0.152832,1.002441,4.609283008249777,-6.90021218408163,148.91007749154738,0.26962384581565857,-0.054786235094070435,-0.047173842787742615,0.9602478742599487
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529593904155,-11.562347,-16.639709,46.178818,-0.049805,-0.15625,1.019043,4.497211644762348,-6.989515118979818,147.96354500577684,0.27751675248146057,-0.05444978177547455,-0.04773873835802078,0.9579877853393555
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529603592155,-9.609222,-16.334534,44.225693,-0.043945,-0.152832,1.012207,4.385143088566274,-7.068389346639513,148.3722593846738,0.27406492829322815,-0.05352681130170822,-0.04886164888739586,0.9589763879776001
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529613280155,-7.959366,-17.190933,42.821884,-0.051758,-0.15625,1.0,4.275574972462876,-7.134392516231461,148.7662304668238,0.2707303464412689,-0.05259402096271515,-0.04985789209604263,0.9599234461784363
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529622968155,-6.984711,-18.104553,42.089462,-0.040039,-0.146973,0.988281,4.154401234061886,-7.1848276396258175,147.76635385640665,0.2790510952472687,-0.0521354004740715,-0.05011419206857681,0.9575493931770325
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529632656155,-6.86264,-19.630432,40.868759,-0.023438,-0.144531,0.96875,3.8732371569505073,-7.272318445852219,147.8153294777202,0.2785293757915497,-0.04997359588742256,-0.05155215784907341,0.9577401876449585
314b6274-7746-40e9-8d39-cbc46ab16dc9,9d2fe463-2d08-476c-9ba8-57d06914e18b,1706548529642345155,-6.736755,-19.935608,38.549423,-0.002441,-0.150879,0.962402,3.7175918796378142,-7.321073890270237,146.76836629751867,0.2872037887573242,-0.049265626817941666,-0.051890481263399124,0.955193281173706
